,uniprot,protein,iWAT_HF_cre-,iWAT_HF_cre+,iWAT_chow_cre-,iWAT_chow_cre+,eWAT_HF_cre-,eWAT_HF_cre+,eWAT_chow_cre-,eWAT_chow_cre+,ctrl_turbo(-),LPS_turbo(-),fast_turbo(-),ctrl_turbo(+),LPS_turbo(+),fast_turbo(+),description
3479,Q8K1R7,Nek9,4343.5,14337.0,3691.25,9857.25,2471.75,11496.0,2269.0,8794.75,,,,,,,Nek9 Serine/threonine-protein kinase Nek9
3480,Q68FF6,Git1,1542.75,3427.75,1449.0,8693.5,0.0,2598.0,1510.0,5067.0,,,,,,,Git1 ARF GTPase-activating protein GIT1
3481,Q61112,Sdf4,1551.5,4115.5,295.5,1964.5,543.0,3548.5,1117.0,5304.5,,,,,,,Sdf4 45 kDa calcium-binding protein
3482,Q00519,Xdh,8045.5,17629.5,5512.75,9145.5,2732.75,7792.0,1047.5,3189.5,,,,,,,Xdh Xanthine dehydrogenase/oxidase
3483,Q61193,Rgl2,1765.5,4384.25,2405.5,6254.75,1194.0,3997.5,1776.0,4697.5,,,,,,,Rgl2 Ral guanine nucleotide dissociation stimulator-like 2
3484,P59016,Vps33b,2783.0,10820.25,3198.0,6279.0,2741.0,13879.5,1742.0,7167.0,,,,,,,Vps33b Vacuolar protein sorting-associated protein 33B
3485,Q8VEE1,Lmcd1,5527.0,8795.75,3265.75,5396.0,3929.0,7514.5,4585.75,10733.5,,,,,,,Lmcd1 LIM and cysteine-rich domains protein 1
3486,Q9R062,Gyg1,13442.75,37194.75,10786.25,19663.5,8675.0,33582.5,3439.0,11301.0,,,,,,,Gyg1 Glycogenin-1
3487,Q9QZA0,Ca5b,6087.25,10015.0,5538.0,9687.75,7116.75,13657.5,6094.0,13575.0,,,,,,,"Ca5b Carbonic anhydrase 5B, mitochondrial"
3488,O70252,Hmox2,9712.5,13424.0,2784.5,8620.0,9720.0,14939.0,18240.0,13932.0,,,,,,,Hmox2 Heme oxygenase 2
3489,O35448,Ppt2,2076.5,8097.0,,,1070.5,4937.5,449.0,6060.0,,,,,,,Ppt2 Lysosomal thioesterase PPT2
3490,P00493,Hprt1,12381.5,29403.5,9533.75,17714.25,6063.5,20986.0,7524.25,18493.75,,,,,,,Hprt1 Hypoxanthine-guanine phosphoribosyltransferase
3491,Q9JHF7,Hpgds,4943.75,9689.5,,,6292.75,20906.25,1661.0,3098.0,,,,,,,Hpgds Hematopoietic prostaglandin D synthase
3492,P41160,Lep,6654.0,62091.5,4752.0,9650.0,2216.0,34216.25,1188.5,4398.0,,,,,,,Lep Leptin
3493,Q9QXH4,Itgax,2844.5,5883.5,,,3818.0,10375.25,451.75,1305.0,,,,,,,Itgax Integrin alpha-X
3494,Q8R307,Vps18,2821.5,5841.0,2920.5,8388.5,1427.5,4304.0,1992.0,4402.0,,,,,,,Vps18 Vacuolar protein sorting-associated protein 18 homolog
3495,P48999,Alox5,1812.5,4273.0,4857.25,11420.0,1779.0,4314.25,3025.25,8399.5,,,,,,,Alox5 Arachidonate 5-lipoxygenase
3496,P28650,Adssl1,2381.0,10135.0,,,4610.25,12751.5,1017.5,2956.5,,,,,,,Adssl1 Adenylosuccinate synthetase isozyme 1
3497,P61290,Psme3,1456.0,5382.25,1328.5,5020.0,655.0,4965.25,369.5,4930.0,,,,,,,Psme3 Proteasome activator complex subunit 3
3498,Q69ZN7,Myof,1902.0,3185.5,1147.5,5085.75,1803.0,6070.75,1833.5,5733.5,,,,,,,Myof Myoferlin
3499,P70698,Ctps1,2845.25,6692.0,3161.0,4804.0,2895.75,8740.75,3458.75,5681.0,,,,,,,Ctps1 CTP synthase 1
3500,Q9Z2D6,Mecp2,,,476.0,3008.0,589.0,800.0,562.5,5052.5,,,,,,,Mecp2 Methyl-CpG-binding protein 2
3501,Q9EPJ9,Arfgap1,2287.0,14732.75,2054.75,7448.75,2844.75,18095.75,1830.5,10797.5,,,,,,,Arfgap1 ADP-ribosylation factor GTPase-activating protein 1
3502,P20352,F3,1364.5,7732.5,725.5,8821.75,935.25,5981.5,1165.5,11950.25,,,,,,,F3 Tissue factor
3503,Q6P5H2,Nes,3291.5,5344.5,2785.0,7755.0,3570.0,12615.75,3299.0,6776.5,,,,,,,Nes Nestin
3504,E9PVG7,Map4k4,3478.25,5857.5,1371.0,3891.75,3877.0,7330.5,2235.25,6256.5,,,,,,,Map4k4 Mitogen-activated protein kinase kinase kinase kinase 4
3505,Q91YE8,Synpo2,4215.5,12578.5,2460.0,5266.0,1962.5,6083.25,3613.25,4895.5,,,,,,,Synpo2 Synaptopodin-2
3506,Q8K1N1,Pnpla8,3179.25,13470.5,2410.0,7813.75,2551.5,13515.0,2289.0,8766.5,,,,,,,Pnpla8 Calcium-independent phospholipase A2-gamma
3507,P98078,Dab2,5053.25,10981.5,5284.5,13869.5,8196.5,18181.25,3133.75,10874.25,,,,,,,Dab2 Disabled homolog 2
3508,Q6DID7,Wls,4801.25,39345.0,3304.5,29006.5,2839.75,21702.25,2392.5,19200.5,,,,,,,Wls Protein wntless homolog
3509,Q2NL51,Gsk3a,4932.5,9100.75,4992.75,10485.5,2552.0,7346.25,3499.5,7436.5,,,,,,,Gsk3a Glycogen synthase kinase-3 alpha
3510,Q91VZ6,Smap1,2075.0,7084.5,1333.0,4388.5,2238.0,10016.0,2347.5,7263.5,,,,,,,Smap1 Stromal membrane-associated protein 1
3511,Q9Z0L8,Ggh,1022.5,7057.0,1032.5,9004.0,738.5,4007.0,1356.0,7285.5,,,,,,,Ggh Gamma-glutamyl hydrolase
3512,Q9CQ80,Vps25,2759.0,9232.0,2999.5,6225.5,1091.0,4707.0,1853.5,6288.5,,,,,,,Vps25 Vacuolar protein-sorting-associated protein 25
3513,Q91XY3,Pcdhga5,,,,,4196.0,8792.0,6366.5,18402.0,,,,,,,"Pcdhga5 Protocadherin gamma subfamily A, 5"
3514,O54692,Zw10,1790.5,5270.0,,,943.0,8141.5,631.5,5144.5,,,,,,,Zw10 Centromere/kinetochore protein zw10 homolog
3515,Q9R0B9,Plod2,1682.5,22394.0,,,1393.0,14049.0,621.5,3753.0,,,,,,,"Plod2 Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
3516,Q9WTM5,Ruvbl2,2457.0,5476.0,1490.0,3001.5,1520.0,4672.5,1238.0,3897.75,,,,,,,Ruvbl2 RuvB-like 2
3517,P38585,Ttl,5311.0,6685.0,2256.0,2521.0,2510.5,5039.0,796.0,2157.5,,,,,,,Ttl Tubulin--tyrosine ligase
3518,Q9DCZ4,Apoo,2941.5,9149.5,,,773.0,1483.25,666.5,1496.0,,,,,,,Apoo MICOS complex subunit Mic26
3519,P70335,Rock1,2698.0,9124.5,1740.0,6269.5,1396.25,6079.25,1043.25,5068.0,,,,,,,Rock1 Rho-associated protein kinase 1
3520,Q8BYJ6,Tbc1d4,1709.5,2295.75,0.0,1057.0,1211.75,2797.0,612.25,2763.5,,,,,,,Tbc1d4 TBC1 domain family member 4
3521,Q6VVW5,Npr2,2868.75,8483.5,1941.5,8439.5,834.5,4525.75,1481.25,7318.0,,,,,,,Npr2 Atrial natriuretic peptide receptor 2
3522,Q8K212,Pacs1,10425.0,15251.0,6168.0,8346.0,6050.0,14042.5,3585.0,9101.0,,,,,,,Pacs1 Phosphofurin acidic cluster sorting protein 1
3523,Q9JLQ0,Cd2ap,1865.25,9954.25,1413.25,6783.5,1506.75,8670.5,1168.25,5730.75,,,,,,,Cd2ap CD2-associated protein
3524,Q8BGZ4,Cdc23,2802.75,6950.5,2145.5,5367.5,1907.5,7614.0,1844.0,7031.0,,,,,,,Cdc23 Cell division cycle protein 23 homolog
3525,O70145,Ncf2,1553.75,2117.25,612.75,1820.5,3780.0,8194.0,2137.5,5541.0,,,,,,,Ncf2 Neutrophil cytosol factor 2
3526,P07310,Ckm,2209.5,5933.0,2720.0,2853.5,4811.5,3932.0,3390.5,3880.0,,,,,,,Ckm Creatine kinase M-type
3527,Q3U466,Cln6,1994.25,5274.75,1149.5,3558.5,3794.5,9323.75,2121.75,6623.25,,,,,,,Cln6 Protein Cln6
3528,Q5M8M2,Odf3b,,,,,817.5,1763.0,1459.5,4350.0,,,,,,,Odf3b Outer dense fiber protein 3B
3529,O35671,Itgb1bp1,8248.5,9809.0,5994.5,6960.0,3569.0,4137.0,4594.0,9623.0,,,,,,,Itgb1bp1 Integrin beta-1-binding protein 1
3530,P55002,Mfap2,8389.5,13556.0,15740.0,67622.0,1517.0,7184.0,13662.5,24241.5,,,,,,,Mfap2 Microfibrillar-associated protein 2
3531,P41233,Abca1,2275.0,7262.5,1414.0,5558.0,1789.5,10305.0,1296.0,7880.5,,,,,,,Abca1 ATP-binding cassette sub-family A member 1
3532,E9Q4X2,Uggt2,1495.5,12300.25,621.75,5255.5,1250.75,7756.75,938.75,12109.75,,,,,,,Uggt2 Protein Uggt2
3533,Q8CG48,Smc2,3399.5,4927.25,472.0,1917.0,3254.0,6478.25,298.25,961.5,,,,,,,Smc2 Structural maintenance of chromosomes protein 2
3534,Q6PDG5,Smarcc2,2133.25,5492.75,2507.5,11824.25,1622.25,6265.0,3138.25,9807.0,,,,,,,Smarcc2 SWI/SNF complex subunit SMARCC2
3535,Q80UJ7,Rab3gap1,7390.5,42696.25,4283.0,23970.0,1978.25,10358.25,988.0,3449.0,,,,,,,Rab3gap1 Rab3 GTPase-activating protein catalytic subunit
3536,Q9D4H4,Amotl1,2635.75,7328.25,1571.25,7093.75,2313.0,16344.25,2105.75,8190.25,,,,,,,Amotl1 Angiomotin-like protein 1
3537,Q52KI8,Srrm1,1899.5,3278.0,458.25,3669.5,4141.5,10356.5,2292.0,6850.75,,,,,,,Srrm1 Serine/arginine repetitive matrix protein 1
3538,Q80Y98,Ddhd2,1768.0,9709.5,1662.5,7169.0,1346.5,13297.0,1055.0,8274.0,,,,,,,Ddhd2 Phospholipase DDHD2
3539,Q9JIG7,Ccdc22,1313.5,5673.0,863.5,3479.0,1484.5,9040.75,1438.75,5608.5,,,,,,,Ccdc22 Coiled-coil domain-containing protein 22
3540,Q6IME9,Krt72,19527.0,16607.0,13624.5,13442.5,9434.25,15924.75,7148.75,14172.0,,,,,,,"Krt72 Keratin, type II cytoskeletal 72"
3541,Q3U4G3,Xxylt1,1417.5,22324.0,884.0,7504.5,809.5,9922.0,0.0,4131.5,,,,,,,Xxylt1 Xyloside xylosyltransferase 1
3542,Q8BHC7,Rhbdd1,,,,,1732.0,5813.0,691.0,2254.0,,,,,,,Rhbdd1 Rhomboid-related protein 4
3543,Q9CWZ7,Napg,4465.25,9253.0,2577.0,5045.5,3535.25,12788.5,2235.5,7738.5,,,,,,,Napg Gamma-soluble NSF attachment protein
3544,Q6ZWR6,Syne1,1571.25,4005.75,1789.5,10054.5,1002.5,3664.75,1633.25,13529.0,,,,,,,Syne1 Nesprin-1
3545,E9PVZ8,Golgb1,1976.25,7789.0,1512.25,6660.5,1573.75,6318.25,1255.25,4034.0,,,,,,,Golgb1 Protein Golgb1
3546,A2ARP1,Ppip5k1,2228.25,10250.0,1920.75,4458.75,1371.75,9692.0,1175.0,6870.5,,,,,,,Ppip5k1 Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
3547,Q3U0M1,Trappc9,3578.5,10446.0,2054.75,6526.75,2345.0,8098.0,2074.75,6786.75,,,,,,,Trappc9 Trafficking protein particle complex subunit 9
3548,Q8BVL3,Snx17,1787.75,3609.25,1550.0,4682.5,1467.5,4020.0,1065.25,2621.0,,,,,,,Snx17 Sorting nexin-17
3549,Q91YJ2,Snx4,1623.75,4128.75,1898.5,3084.5,1396.0,4939.5,2540.75,6133.5,,,,,,,Snx4 Sorting nexin-4
3550,Q3UM45,Ppp1r7,2436.5,8842.5,1483.5,2317.25,333.0,1612.0,440.5,642.5,,,,,,,Ppp1r7 Protein phosphatase 1 regulatory subunit 7
3551,Q9D7B7,Gpx8,3353.5,15071.5,3144.5,33225.5,2014.5,7565.5,1940.0,10743.5,,,,,,,Gpx8 Probable glutathione peroxidase 8
3552,O08734,Bak1,,,,,2021.0,6342.0,1243.5,3947.0,,,,,,,Bak1 Bcl-2 homologous antagonist/killer
3553,G3X8R0,Reep5,16904.75,35235.25,7690.5,21962.25,5797.5,17795.75,4396.0,16369.5,,,,,,,Reep5 Receptor expression-enhancing protein
3554,Q9Z1R2,Bag6,2020.0,9907.0,1585.5,5208.0,1423.5,9568.0,1756.0,4108.5,,,,,,,Bag6 Large proline-rich protein BAG6
3555,Q3UMB5,Smcr8,1981.5,6811.0,1270.0,5605.5,1186.25,9306.5,1859.75,11462.75,,,,,,,Smcr8 Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog
3556,Q8R366,Igsf8,1827.25,12803.25,1523.5,12131.5,1021.0,10684.25,1324.75,11940.5,,,,,,,Igsf8 Immunoglobulin superfamily member 8
3557,Q8BHF7,Pgs1,2291.0,4788.0,,,2442.0,6539.75,1506.75,3925.0,,,,,,,"Pgs1 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial"
3558,P08551,Nefl,7472.0,5144.5,4286.25,34047.5,531.75,1186.5,1413.5,1837.0,,,,,,,Nefl Neurofilament light polypeptide
3559,P17439,Gba,1832.0,10706.5,1626.0,8067.25,1145.5,15238.5,1025.5,8467.75,,,,,,,Gba Glucosylceramidase
3560,P56501,Ucp3,8805.5,14144.0,5812.25,4799.0,6522.25,8695.0,3919.0,9831.0,,,,,,,Ucp3 Mitochondrial uncoupling protein 3
3561,Q501J2,Fam173a,,,,,1298.5,4733.0,1970.0,2301.0,,,,,,,Fam173a Protein FAM173A
3562,P97930,Dtymk,2673.5,7101.0,1775.5,3123.5,2331.5,3378.0,2201.5,2556.5,,,,,,,Dtymk Thymidylate kinase
3563,Q8VCP8,Ak6,,,,,2311.5,5852.0,1568.0,2475.0,,,,,,,Ak6 Adenylate kinase isoenzyme 6
3564,P70207,Plxna2,2090.0,9017.0,886.0,4168.75,1944.0,12224.25,996.5,8753.5,,,,,,,Plxna2 Plexin-A2
3565,E9QP49,Ehbp1l1,1661.5,7021.0,740.5,2962.0,1790.5,3772.75,415.5,2027.5,,,,,,,Ehbp1l1 EH domain-binding protein 1-like protein 1
3566,Q9ET54,Palld,2930.5,9016.0,3867.75,9677.5,1232.75,5773.0,3864.75,6929.25,,,,,,,Palld Palladin
3567,Q8CIH5,Plcg2,1952.25,3669.0,,,2504.0,5909.0,1630.0,2966.0,,,,,,,"Plcg2 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"
3568,P54763,Ephb2,2018.5,7498.75,2751.5,3693.0,545.75,3845.25,217.0,1970.0,,,,,,,Ephb2 Ephrin type-B receptor 2
3569,Q9JJ59,Abcb9,1722.0,2970.0,0.0,1699.0,1444.75,3124.25,391.0,1525.0,,,,,,,Abcb9 ATP-binding cassette sub-family B member 9
3570,Q9D6I7,Fam69a,1808.25,10482.25,927.5,8678.0,844.75,10728.0,933.75,14992.5,,,,,,,Fam69a Protein FAM69A
3571,Q8VDQ1,Ptgr2,2665.0,5413.0,1681.0,3278.75,2320.5,5072.0,2390.5,4935.5,,,,,,,Ptgr2 Prostaglandin reductase 2
3572,Q9CRY7,Gdpd1,,,,,1138.0,1568.0,921.5,2336.0,,,,,,,Gdpd1 Glycerophosphodiester phosphodiesterase domain-containing protein 1
3573,Q9JLZ3,Auh,8236.5,12880.0,6287.0,12802.5,5752.75,13000.0,2940.0,6648.75,,,,,,,"Auh Methylglutaconyl-CoA hydratase, mitochondrial"
3574,Q91VN0,Lrp5,1728.5,17641.5,1193.0,18418.0,1500.5,10226.5,1035.0,10971.0,,,,,,,Lrp5 Low-density lipoprotein receptor-related protein 5
3575,D3YXF5,C7,2853.0,4722.0,1483.5,3659.0,3188.5,5910.5,1434.0,13442.0,,,,,,,C7 Oxidation resistance protein 1
3576,Q80TI0,Gramd1b,4591.5,17663.0,950.0,12814.0,2054.25,20107.25,1104.0,11992.0,,,,,,,Gramd1b GRAM domain-containing protein 1B
3577,Q8BG19,Tmtc4,1904.0,9058.0,694.0,3968.0,1499.75,7559.5,1109.5,7358.0,,,,,,,Tmtc4 Transmembrane and TPR repeat-containing protein 4
3578,Q91YP2,Nln,8821.5,21834.5,1759.5,4426.0,9457.75,7112.25,3984.5,3541.0,,,,,,,"Nln Neurolysin, mitochondrial"
3579,Q8BH31,Mfsd8,7455.0,10652.25,3904.75,3812.75,4834.0,7779.0,3447.5,5697.0,,,,,,,Mfsd8 Major facilitator superfamily domain-containing protein 8
3580,E9Q3E1,Aldh3b2,6231.0,6570.0,,,1640.0,6500.5,771.0,6720.0,,,,,,,Aldh3b2 Aldehyde dehydrogenase family 3 member B2
3581,Q3TNH5,Fam172a,1734.0,20088.0,2104.0,9687.0,305.5,4927.0,350.0,9704.0,,,,,,,Fam172a Protein FAM172A
3582,Q9JHQ5,Lztfl1,788.5,2293.0,408.5,2753.0,564.0,6790.0,1223.5,5916.0,,,,,,,Lztfl1 Leucine zipper transcription factor-like protein 1
3583,Q3UH93,Plxnd1,1315.5,5068.25,152.0,4610.25,1143.25,12410.5,1077.0,5603.5,,,,,,,Plxnd1 Plexin-D1
3584,F7DCH5,Clasp2,2030.0,9781.0,1085.5,5643.0,1374.0,4102.5,890.5,3702.0,,,,,,,Clasp2 CLIP-associating protein 2
3585,F8VQ52,Adcy6,5248.5,9214.75,3811.0,11318.0,2014.75,5184.25,2818.0,9761.5,,,,,,,Adcy6 Adenylate cyclase type 6
3586,Q9JLQ2,Git2,4641.0,16107.0,4351.0,14840.0,1535.25,7865.5,1440.5,7016.0,,,,,,,Git2 ARF GTPase-activating protein GIT2
3587,Q91WR6,Ginm1,3068.5,15898.0,3141.5,27142.0,1159.0,10045.0,1799.0,14043.0,,,,,,,Ginm1 Glycoprotein integral membrane protein 1
3588,Q99M28,Rnps1,2333.5,3768.0,3159.25,12253.0,3353.0,8117.0,5211.25,12759.75,,,,,,,Rnps1 RNA-binding protein with serine-rich domain 1
3589,Q66JS6,Eif3j2,2033.0,6483.0,,,2343.0,6242.5,1815.5,8445.0,,,,,,,Eif3j2 Eukaryotic translation initiation factor 3 subunit J-B
3590,Q3UBX0,Tmem109,4150.0,16589.0,2630.0,9002.0,1992.75,12881.25,983.5,9623.75,,,,,,,Tmem109 Transmembrane protein 109
3591,Q9Z1B5,Mad2l1,,,,,1624.0,3866.0,847.0,3076.0,,,,,,,Mad2l1 Mitotic spindle assembly checkpoint protein MAD2A
3592,Q6P5D8,Smchd1,3418.0,6239.0,1975.25,5888.75,2616.5,6149.5,2018.75,6075.25,,,,,,,Smchd1 Structural maintenance of chromosomes flexible hinge domain-containing protein 1
3593,B1AZA5,Tmem245,2923.5,6968.0,1815.25,8363.5,1344.5,19206.0,700.0,9146.5,,,,,,,Tmem245 Transmembrane protein 245
3594,Q7TMQ7,Wdr91,1882.5,8107.5,2453.0,6913.0,1377.5,5674.75,1478.75,5103.75,,,,,,,Wdr91 WD repeat-containing protein 91
3595,P62046,Lrch1,1872.75,6187.25,861.0,4937.0,1562.5,7087.75,1461.0,8120.0,,,,,,,Lrch1 Leucine-rich repeat and calponin homology domain-containing protein 1
3596,Q6P9S7,Galnt10,1583.0,8607.0,1375.5,8273.5,1548.75,6991.0,1137.25,10033.75,,,,,,,Galnt10 Polypeptide N-acetylgalactosaminyltransferase 10
3597,Q8BN21,Vrk2,1841.0,3484.25,875.0,1147.0,2100.25,4608.75,1239.5,1994.25,,,,,,,Vrk2 Serine/threonine-protein kinase VRK2
3598,P56477,Irf5,1633.0,2303.0,,,1881.75,3938.75,0.0,742.0,,,,,,,Irf5 Interferon regulatory factor 5
3599,Q99P65,Slc29a3,1132.75,2067.25,1111.5,1781.5,1769.0,3747.0,646.0,1779.0,,,,,,,Slc29a3 Equilibrative nucleoside transporter 3
3600,Q99JX4,Eif3m,4185.0,10611.0,1424.5,8093.0,1813.0,7554.0,2276.5,6822.5,,,,,,,Eif3m Eukaryotic translation initiation factor 3 subunit M
3601,Q8VCK6,Ffar2,1785.75,4031.25,0.0,1753.0,1187.5,2159.0,0.0,0.0,,,,,,,Ffar2 Free fatty acid receptor 2
3602,Q8BR63,Fam177a1,1824.5,6878.5,1192.0,2220.0,1473.0,8948.0,986.5,2909.0,,,,,,,Fam177a1 Protein FAM177A1
3603,O89032,Sh3pxd2a,2604.0,5445.0,1204.5,4393.0,2726.25,9111.0,2003.5,9628.5,,,,,,,Sh3pxd2a SH3 and PX domain-containing protein 2A
3604,Q80WG5,Lrrc8a,2375.25,6640.0,,,1458.25,7767.5,1690.0,8409.0,,,,,,,Lrrc8a Volume-regulated anion channel subunit LRRC8A
3605,P25206,Mcm3,1406.75,3139.5,,,1122.0,4549.25,574.5,1352.0,,,,,,,Mcm3 DNA replication licensing factor MCM3
3606,Q9Z2B9,Rps6ka4,2670.0,4342.0,914.5,1913.0,1962.75,5440.75,1165.5,1673.5,,,,,,,Rps6ka4 Ribosomal protein S6 kinase alpha-4
3607,Q8BUK6,Hook3,2509.75,8618.75,1960.0,8510.5,1376.5,4593.0,1247.25,3869.25,,,,,,,Hook3 Protein Hook homolog 3
3608,P98192,Gnpat,3875.0,8149.75,4156.75,7859.25,394.0,4145.5,3267.0,6243.5,,,,,,,Gnpat Dihydroxyacetone phosphate acyltransferase
3609,Q91VH2,Snx9,2122.25,7533.5,2668.25,8845.25,1439.0,6148.5,2780.75,10075.5,,,,,,,Snx9 Sorting nexin-9
3610,Q8BGY9,Slc5a7,4304.5,6754.0,,,3583.5,9616.0,999.0,1768.0,,,,,,,Slc5a7 High affinity choline transporter 1
3611,P36423,Tbxas1,2213.0,4404.0,2634.0,6326.0,3510.5,11039.0,823.75,2029.5,,,,,,,Tbxas1 Thromboxane-A synthase
3612,Q5U4F6,Wdr34,2043.0,3062.0,,,1495.75,4131.0,2030.5,4061.0,,,,,,,Wdr34 WD repeat-containing protein 34
3613,Q8CHH9,Sept8,2352.25,5155.0,1894.5,5732.5,977.0,3354.0,1297.0,2999.0,,,,,,,Sept8 Septin-8
3614,Q9QZ08,Nagk,8138.0,14199.5,7335.5,14357.0,3362.5,5415.5,0.0,0.0,,,,,,,Nagk N-acetyl-D-glucosamine kinase
3615,P04925,Prnp,2549.25,33173.25,2285.0,21711.75,1532.75,18794.5,1386.0,16865.25,,,,,,,Prnp Major prion protein
3616,O35379,Abcc1,2750.0,5417.5,1378.5,4427.75,2540.0,7245.0,1899.25,5829.75,,,,,,,Abcc1 Multidrug resistance-associated protein 1
3617,Q62165,Dag1,2171.0,13781.5,1861.75,17536.5,1788.5,15550.25,2586.25,26737.0,,,,,,,Dag1 Dystroglycan
3618,P26450,Pik3r1,4669.5,13967.5,2017.75,6172.5,3233.0,8247.0,1758.75,5838.5,,,,,,,Pik3r1 Phosphatidylinositol 3-kinase regulatory subunit alpha
3619,Q62188,Dpysl3,6766.5,15656.5,8093.5,23817.5,5585.0,7848.25,10896.5,16608.0,,,,,,,Dpysl3 Dihydropyrimidinase-related protein 3
3620,Q6PCX7,Rgma,1916.0,10332.0,1204.5,11044.5,998.5,5289.0,883.0,10056.5,,,,,,,Rgma Repulsive guidance molecule A
3621,P50580,Pa2g4,4433.75,6008.0,3047.25,6437.5,1759.0,3492.0,876.25,3121.5,,,,,,,Pa2g4 Proliferation-associated protein 2G4
3622,P36993,Ppm1b,2455.75,23196.0,1194.5,9270.75,1402.5,11889.5,919.0,7591.5,,,,,,,Ppm1b Protein phosphatase 1B
3623,A2AF53,Tmem185a,,,,,799.5,12139.0,1465.5,23929.0,,,,,,,Tmem185a Transmembrane protein 185A
3624,Q3USL1,Klhdc9,,,,,923.5,3412.0,1617.5,7181.0,,,,,,,Klhdc9 Kelch domain-containing protein 9
3625,Q60631,Grb2,3506.25,9245.5,8384.0,20162.0,3592.25,8397.25,4954.0,20420.0,,,,,,,Grb2 Growth factor receptor-bound protein 2
3626,Q3UU96,Cdc42bpa,2204.25,4074.5,,,1361.25,2739.0,1371.0,1906.0,,,,,,,Cdc42bpa Serine/threonine-protein kinase MRCK alpha
3627,Q9ESK9,Rb1cc1,2266.75,6856.25,1743.25,3737.75,1976.0,6986.5,1410.5,5773.0,,,,,,,Rb1cc1 RB1-inducible coiled-coil protein 1
3628,Q8BL66,Eea1,2751.75,9601.0,1900.25,8116.5,1666.5,6068.0,1154.0,4722.0,,,,,,,Eea1 Early endosome antigen 1
3629,Q6P9J9,Ano6,2362.0,6957.5,1367.0,8658.25,1364.75,6637.5,1290.25,6665.25,,,,,,,Ano6 Anoctamin-6
3630,Q9QYB5,Add3,3973.0,6345.5,5336.75,17022.25,5026.5,9120.0,5420.0,14708.5,,,,,,,Add3 Gamma-adducin
3631,Q8R550,Sh3kbp1,1623.75,6686.5,1361.0,3982.0,789.75,6750.5,1062.5,6912.5,,,,,,,Sh3kbp1 SH3 domain-containing kinase-binding protein 1
3632,D3Z7P3,Gls,6809.0,16803.0,3311.25,10018.75,8458.75,11402.25,4712.25,10978.5,,,,,,,"Gls Glutaminase kidney isoform, mitochondrial"
3633,Q8R349,Cdc16,4829.25,10018.0,2258.5,4056.0,4824.0,14611.5,4398.5,9588.5,,,,,,,Cdc16 Cell division cycle protein 16 homolog
3634,Q8CI32,Bag5,2554.25,5771.5,4821.5,8168.0,1217.5,2979.0,1553.0,3835.0,,,,,,,Bag5 BAG family molecular chaperone regulator 5
3635,O35685,Nudc,2056.0,9169.0,,,1554.0,8698.0,1143.5,7622.0,,,,,,,Nudc Nuclear migration protein nudC
3636,G3X9C2,Nccrp1,3569.5,3036.25,2515.75,2272.0,1314.5,2576.75,1630.75,3059.5,,,,,,,Nccrp1 F-box only protein 50
3637,O35452,Tnxb,2094.5,4290.75,2109.75,10984.0,279.0,2141.0,2059.0,4371.0,,,,,,,Tnxb Protein Tnxb
3638,Q70IV5,Synm,2623.25,3714.0,1867.0,6246.25,2285.75,5613.0,10727.5,3535.5,,,,,,,Synm Synemin
3639,Q9QZK2,Bcar3,2425.5,7306.0,2225.5,3984.0,508.25,3764.25,468.5,1404.0,,,,,,,Bcar3 Breast cancer anti-estrogen resistance protein 3
3640,Q8K4Q8,Colec12,1600.5,7494.0,0.0,5486.5,1195.5,8659.5,625.5,6711.5,,,,,,,Colec12 Collectin-12
3641,Q64521,Gpd2,1618.75,3489.5,1928.75,10369.5,723.5,1780.25,1690.75,5094.5,,,,,,,"Gpd2 Glycerol-3-phosphate dehydrogenase, mitochondrial"
3642,P97770,Thumpd3,5306.5,8886.25,5610.5,7520.5,2644.5,5058.0,5095.0,6448.0,,,,,,,Thumpd3 THUMP domain-containing protein 3
3643,Q3UR97,Snx21,841.0,1831.0,,,341.0,1772.5,980.0,904.0,,,,,,,Snx21 Sorting nexin-21
3644,Q6P6J9,Txndc15,,,1006.5,4890.0,861.0,10306.0,1597.5,7027.25,,,,,,,Txndc15 Thioredoxin domain-containing protein 15
3645,Q8VD62,Bles03,5294.0,9357.0,5669.5,9275.5,2738.5,6433.5,2835.5,5630.5,,,,,,,Bles03 UPF0696 protein C11orf68 homolog
3646,E9Q8I9,Fry,1963.5,6607.0,1052.0,6781.25,1102.75,4537.0,1934.75,8498.0,,,,,,,Fry Protein furry homolog
3647,A2AWA9,Rabgap1,3371.75,10675.25,2573.25,7526.0,2946.5,10509.75,3138.0,7633.75,,,,,,,Rabgap1 Rab GTPase-activating protein 1
3648,A2ARI4,Lgr4,2396.0,10358.0,365.5,963.0,1054.5,10458.0,594.5,3408.0,,,,,,,Lgr4 Leucine-rich repeat-containing G-protein coupled receptor 4
3649,Q3UHN9,Ndst1,5202.0,33814.0,,,2313.5,18513.0,1714.5,12255.0,,,,,,,Ndst1 Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1
