,uniprot,protein,iWAT_HF_cre-,iWAT_HF_cre+,iWAT_chow_cre-,iWAT_chow_cre+,eWAT_HF_cre-,eWAT_HF_cre+,eWAT_chow_cre-,eWAT_chow_cre+,ctrl_turbo(-),LPS_turbo(-),fast_turbo(-),ctrl_turbo(+),LPS_turbo(+),fast_turbo(+),description
134,Q9DCS2,UPF0585,4592.0,8292.0,1813.5,3883.5,5549.5,8246.0,1338.75,4295.5,28793.5,28578.5,26066.25,33190.0,32213.5,29073.25,UPF0585 protein C16orf13 homolog
135,Q8QZR3,Ces2a,,,,,,,,,98809.25,67822.5,63469.75,30446.0,6799.0,3642.75,Ces2a Pyrethroid hydrolase Ces2a
136,O54749,Cyp2j5,,,,,,,,,44996.75,42086.75,35126.0,36449.5,44892.0,31980.0,Cyp2j5 Cytochrome P450 2J5
137,Q8VC81,Pla2g12b,,,,,,,,,47237.0,40127.0,33350.0,24797.0,7884.0,847.0,Pla2g12b Group XIIB secretory phospholipase A2-like protein
138,P01027,C3,2117.0,17972.0,2354.0,26068.0,1591.25,20332.75,1689.5,12959.0,53107.0,37269.25,24956.25,51727.0,16113.0,11097.5,C3 Complement C3
139,P62242,Rps8,10052.5,16136.25,4146.5,7492.0,9270.25,15245.25,7327.75,9233.5,49776.5,61200.75,50187.75,69881.0,40263.0,72333.25,Rps8 40S ribosomal protein S8
140,P52760,Hrsp12,,,,,,,,,20652.5,12523.5,8379.75,12098.0,12646.0,13754.0,Hrsp12 Ribonuclease UK114
141,P28665,Mug1,2995.0,5490.25,3566.25,5936.0,1332.0,3235.0,1535.75,5818.75,60900.5,63482.0,86743.5,42402.0,13471.0,8755.0,Mug1 Murinoglobulin-1
142,P35979,Rpl12,7171.25,10441.5,4448.5,9118.75,4956.5,10127.25,2702.25,8848.25,40899.75,52983.5,46390.0,68720.0,38311.0,54226.0,Rpl12 60S ribosomal protein L12
143,P62900,Rpl31,9459.75,15498.25,6071.25,6018.25,8284.75,14561.5,10808.5,13563.75,37038.5,45120.5,39404.5,64010.0,35128.0,55870.5,Rpl31 60S ribosomal protein L31
144,Q91YQ5,Rpn1,1843.0,22087.75,1804.25,33699.25,812.75,15089.25,1332.0,24848.5,39467.0,38855.75,30792.0,30400.5,28264.5,20743.25,Rpn1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
145,O88587,Comt,1734.5,8385.0,1542.0,5087.25,2046.5,17991.75,2115.25,13052.75,26708.5,21464.5,15823.0,24752.0,30561.0,17071.0,Comt Catechol O-methyltransferase
146,Q3TMX5,Manf,2342.75,58773.0,1846.5,36183.0,2106.5,31847.5,1448.25,49221.25,89922.0,62840.0,47696.5,28498.0,12150.5,6617.25,Manf Mesencephalic astrocyte-derived neurotrophic factor
147,P32020,Scp2,9833.5,23388.75,5419.5,14153.25,5340.25,15281.25,4607.5,11925.75,37007.5,30377.5,27967.5,25736.0,36133.0,22919.0,Scp2 Non-specific lipid-transfer protein
148,Q9CR62,Slc25a11,4780.0,7472.5,2296.25,3898.0,3859.25,7069.5,4673.0,6437.25,38194.5,36423.0,33147.5,43537.0,48014.0,41484.0,Slc25a11 Mitochondrial 2-oxoglutarate/malate carrier protein
149,A0A140T8V3,Vdac3-ps1,7634.75,8331.5,5910.5,10678.75,3781.25,6040.25,6025.0,10490.75,17551.5,39970.0,19449.5,33898.0,31980.0,30914.0,Vdac3-ps1 Protein Vdac3-ps1
150,P08249,Mdh2,6620.5,7271.25,3773.0,4798.75,3284.5,6425.25,3094.0,5720.5,46274.0,30857.0,22878.25,32301.5,34602.0,23824.25,"Mdh2 Malate dehydrogenase, mitochondrial"
151,Q9WUZ9,Entpd5,2873.0,63776.75,1895.25,28050.75,1924.5,29265.25,1433.75,32107.25,96462.0,75415.5,53181.0,23819.0,13967.0,10925.0,Entpd5 Ectonucleoside triphosphate diphosphohydrolase 5
152,P11725,Otc,,,,,,,,,56947.0,46931.5,41090.75,51401.5,59558.5,42408.0,"Otc Ornithine carbamoyltransferase, mitochondrial"
153,Q921H8,Acaa1a,7327.5,14638.0,4190.5,10377.0,3550.0,9526.25,3437.75,10458.5,39707.5,27306.5,25663.5,26004.0,37553.0,23301.5,"Acaa1a 3-ketoacyl-CoA thiolase A, peroxisomal"
154,Q8BGC4,Zadh2,11651.5,18031.0,6480.25,7142.0,6176.0,11371.5,6371.25,10993.5,85344.5,76604.0,62128.5,63667.0,85392.0,66160.0,Zadh2 Prostaglandin reductase-3
155,P61750,Arf4,22999.0,37139.0,13493.0,20346.0,12556.5,27670.0,12284.5,25198.0,19783.5,15918.0,10468.0,24678.0,24892.0,15504.0,Arf4 ADP-ribosylation factor 4
156,Q9JKR6,Hyou1,2022.75,29702.75,2017.25,25049.0,1560.0,22303.25,1487.5,39536.75,53661.5,45102.5,30330.5,27160.0,12996.0,9420.0,Hyou1 Hypoxia up-regulated protein 1
157,Q4LDG0,Slc27a5,,,,,,,,,42200.25,36925.25,33165.0,40313.0,47601.0,34746.0,Slc27a5 Bile acyl-CoA synthetase
158,Q64458,Cyp2c29,,,,,,,,,40166.0,26313.0,17597.75,21431.0,34197.5,19973.5,Cyp2c29 Cytochrome P450 2C29
159,Q9DB20,Atp5o,2505.75,6800.0,1960.0,3634.0,2701.5,5147.0,2566.5,4700.75,35363.5,35021.5,33134.5,31255.0,37794.0,31150.5,"Atp5o ATP synthase subunit O, mitochondrial"
160,Q9QZE5,Copg1,6310.0,11955.75,3927.5,6306.5,5325.25,12292.5,4537.5,6749.75,25794.5,26495.25,21379.25,38969.0,33780.0,28848.5,Copg1 Coatomer subunit gamma-1
161,P08113,Hsp90b1,1794.75,24409.0,1649.25,28129.0,1254.5,26573.5,1233.5,28876.5,64674.0,51619.0,35194.25,37993.5,22601.0,14662.75,Hsp90b1 Endoplasmin
162,E9QNL5,Sult1a1,5176.75,7632.75,1813.25,3847.25,2839.0,3246.0,1108.75,2479.0,81053.75,71359.25,65632.75,53465.0,66389.5,50070.25,Sult1a1 Sulfotransferase
163,Q9JJI8,Rpl38,9714.5,20727.5,18336.5,25305.0,6262.25,9587.75,5790.0,9959.5,88483.5,82238.5,78946.5,124225.0,97444.0,93699.0,Rpl38 60S ribosomal protein L38
164,Q9Z2I8,Suclg2,2708.5,5068.5,3761.5,11582.25,2336.0,3461.75,4053.25,7774.25,63529.5,42601.5,36130.5,36998.0,45257.0,31958.5,Suclg2 Succinate--CoA ligase
165,O08749,Dld,12527.0,16490.0,4790.0,10182.0,11012.0,18375.5,6614.5,14019.5,56874.5,53108.0,35753.5,42850.0,51324.0,33925.0,"Dld Dihydrolipoyl dehydrogenase, mitochondrial"
166,Q8CAQ8,Immt,7710.25,16580.25,3898.75,10042.5,3871.25,10041.5,4457.5,10824.25,23007.5,29956.0,23175.0,28012.0,36440.0,31301.0,Immt MICOS complex subunit Mic60
167,E9QN99,Abhd14b,6148.5,10294.0,5520.5,9322.0,3046.5,5164.0,2673.5,6972.0,49733.0,40854.5,35945.0,47818.0,51508.0,36014.5,Abhd14b Protein ABHD14B
168,P62806,Hist4h4,9809.0,7237.5,5920.5,11456.75,5460.25,9976.75,6216.25,13666.75,16540.5,31838.5,24395.5,48737.0,65676.0,38271.0,Hist4h4 Histone H4
169,Q64176,Ces1e,,,,,,,,,93673.5,85848.0,58914.5,21940.0,7576.0,1057.0,Ces1e Carboxylesterase 1E
170,Q61635,Ifi47,2953.0,7291.5,1851.5,3215.5,2563.0,5068.0,1538.0,3043.0,21058.0,16519.0,11274.0,48088.0,26164.0,20406.5,"Ifi47 Interferon gamma inducible protein 47, isoform CRA_a"
171,Q921X9,Pdia5,1820.5,14980.0,1370.5,10821.5,639.0,9134.0,934.5,13983.0,70868.5,57270.75,44297.5,41959.5,29243.0,25633.0,Pdia5 Protein disulfide-isomerase A5
172,Q9D023,Mpc2,16000.5,43100.0,,,28885.0,23164.0,,,47475.5,43569.25,49355.0,45748.5,53662.0,39079.5,Mpc2 Mitochondrial pyruvate carrier 2
173,Q9CQN1,Trap1,6468.0,12458.75,4234.5,9595.0,5923.75,8035.75,6485.0,9259.0,31163.25,32402.25,25176.25,25537.5,31748.0,23845.5,"Trap1 Heat shock protein 75 kDa, mitochondrial"
174,Q99L88,Sntb1,3874.0,6812.75,3480.5,7305.0,1787.25,4916.5,3410.75,10210.0,17105.5,17875.0,15802.5,15288.0,20961.0,15028.0,Sntb1 Beta-1-syntrophin
175,Q9EQ20,Aldh6a1,6600.0,12057.5,6636.0,13785.75,5320.0,9576.25,6091.25,16884.5,46239.25,34084.75,34471.5,47138.5,46959.5,41029.75,Aldh6a1 Methylmalonate-semialdehyde dehydrogenase
176,Q9CQT1,Mri1,8787.0,12611.0,8067.0,9961.75,2970.5,4730.0,4818.0,8140.25,20233.0,17939.0,16352.5,21235.0,25351.0,20245.0,Mri1 Methylthioribose-1-phosphate isomerase
177,P84096,Rhog,7179.0,15152.5,5174.5,8281.0,8067.5,19616.0,7454.0,16261.5,18007.5,19198.0,15312.25,28597.5,21217.0,17582.5,Rhog Rho-related GTP-binding protein RhoG
178,Q91VR2,Atp5c1,19507.5,28949.75,13965.0,15508.5,15179.5,24298.25,17607.0,22863.0,71563.0,85151.0,59892.0,59747.0,77072.0,62166.0,"Atp5c1 ATP synthase subunit gamma, mitochondrial"
179,O35215,Ddt,,,,,,,,,50800.5,30213.0,22896.0,31141.0,25886.0,35472.0,Ddt D-dopachrome decarboxylase
180,Q3U3J1,Bckdha,3096.25,3878.0,2281.5,4451.0,1611.0,3072.25,1477.0,3586.0,10543.25,11474.25,11257.75,10450.0,13164.5,10942.5,"Bckdha 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"
181,P19001,Krt19,5638.0,6871.0,3921.25,6641.25,5677.0,11818.5,8825.25,13494.5,14732.0,14038.0,13352.0,17698.0,26710.0,18090.5,"Krt19 Keratin, type I cytoskeletal 19"
182,Q8CC86,Naprt,1970.0,2910.0,3377.0,6672.0,1217.75,2849.0,3420.5,10515.0,25188.0,24268.75,20206.0,25210.5,28144.5,22589.5,Naprt Nicotinate phosphoribosyltransferase
183,P47962,Rpl5,9568.0,13498.0,4950.75,7835.0,5060.25,11236.0,4475.75,14725.75,27573.0,38383.0,26097.0,45054.0,28557.0,30766.5,Rpl5 60S ribosomal protein L5
184,P58252,Eef2,4740.0,10910.5,4961.25,8543.0,4897.25,11882.5,4688.5,12842.5,33594.0,23123.75,24326.25,33785.5,37986.0,25375.0,Eef2 Elongation factor 2
185,P48758,Cbr1,7007.25,11786.75,4212.25,8080.5,5013.25,7907.5,4047.75,7537.5,58636.5,47108.25,44993.5,51709.5,55701.5,39188.0,Cbr1 Carbonyl reductase
186,Q9ERR7,Sep15,1720.0,41493.25,1575.25,9593.5,1229.0,13427.5,796.0,11670.0,47753.0,41199.0,27018.5,26532.0,6375.0,2652.5,Sep15 15 kDa selenoprotein
187,Q91VI7,Rnh1,3569.75,10146.75,2900.0,8920.25,4454.25,14652.25,2453.5,4821.0,24822.5,22323.0,22288.0,18975.0,22004.0,16351.0,Rnh1 Ribonuclease inhibitor
188,Q9CRB3,Urah,,,,,,,,,35100.5,30565.5,27384.5,38390.0,30578.0,26390.0,Urah 5-hydroxyisourate hydrolase
189,E9Q035,Gm20425,4307.0,14395.0,2833.25,9692.0,4220.5,15447.0,3019.5,11091.5,45651.5,40738.75,32945.25,59235.5,58218.5,48211.0,Gm20425 Protein Gm20425
190,Q9DBG1,Cyp27a1,4295.0,6447.25,2196.5,3677.0,5708.5,7273.75,6929.0,10423.0,44167.5,45410.25,43466.5,42002.0,42674.5,34740.5,"Cyp27a1 Sterol 26-hydroxylase, mitochondrial"
191,Q8BWP5,Ttpa,,,,,,,,,36430.0,26907.0,23030.0,14259.0,29910.0,16132.0,Ttpa Alpha-tocopherol transfer protein
192,P51150,Rab7a,4998.0,8613.5,3952.5,6281.5,6151.0,10711.75,5335.5,11124.0,38910.0,27566.0,30136.5,49664.0,36817.0,29606.5,Rab7a Ras-related protein Rab-7a
193,Q3UQ44,Iqgap2,4405.0,7690.25,1725.0,2873.75,4100.5,9757.0,3284.0,4488.5,24911.0,25168.25,27946.5,31105.0,36675.5,24507.25,Iqgap2 Ras GTPase-activating-like protein IQGAP2
194,Q9Z2X1,Hnrnpf,4206.0,8949.75,3820.5,10159.0,10250.75,21356.25,6198.0,18636.0,18465.0,15329.75,16096.75,19002.5,21685.5,15740.25,Hnrnpf Heterogeneous nuclear ribonucleoprotein F
195,Q9CW42,Marc1,2246.5,3392.25,0.0,0.0,4045.25,7519.5,2032.25,2407.5,58092.5,53825.0,43968.25,46438.5,57689.5,39783.0,Marc1 Mitochondrial amidoxime-reducing component 1
196,Q99LC5,Etfa,13845.25,28078.5,10565.0,16444.75,10803.0,24410.0,6337.0,15650.0,71927.5,60234.5,55409.0,65068.0,68645.0,55434.5,"Etfa Electron transfer flavoprotein subunit alpha, mitochondrial"
197,Q62167,Ddx3x,7204.5,9881.25,4566.75,8510.75,5058.5,10585.75,3988.0,8357.5,19569.0,17705.5,18470.5,37679.0,26308.0,26120.5,Ddx3x ATP-dependent RNA helicase DDX3X
198,Q6PHN9,Rab35,9019.0,17770.0,6688.5,10446.5,4366.0,8904.0,5859.0,9515.0,16415.5,26045.5,19332.0,22262.0,20759.0,26422.5,Rab35 Ras-related protein Rab-35
199,P26150,Hsd3b3,,,,,,,,,108687.5,92635.5,49424.0,57365.0,103763.0,52247.0,Hsd3b3 3 beta-hydroxysteroid dehydrogenase/Delta 5-- 4-isomerase type 3
200,Q9CQI6,Cotl1,25490.75,25954.5,22593.5,21673.5,26642.0,59155.0,12446.25,14532.25,17295.5,19721.0,16967.5,32458.0,22752.0,24929.0,Cotl1 Coactosin-like protein
201,P34914,Ephx2,4602.5,16895.5,5456.5,11466.5,2873.25,13347.0,3311.25,11381.0,25940.0,26622.5,20593.5,20551.0,27603.0,22065.5,Ephx2 Bifunctional epoxide hydrolase 2
202,Q9D826,Pipox,,,,,,,,,54575.0,47579.0,34161.5,32336.0,48087.0,32610.0,Pipox Peroxisomal sarcosine oxidase
203,P61211,Arl1,4660.75,7781.0,1701.5,2177.0,4228.5,6894.75,1888.0,3494.5,47735.0,42454.5,39720.5,58688.0,54568.0,48569.5,Arl1 ADP-ribosylation factor-like protein 1
204,Q99LB7,Sardh,3270.0,4474.5,1071.0,5586.0,3035.0,4601.0,,,39643.5,29058.0,23249.5,23655.0,31419.0,21301.0,"Sardh Sarcosine dehydrogenase, mitochondrial"
205,Q8K169,Ugt2b5,,,,,,,,,154518.5,137702.0,94613.5,37191.0,16303.0,9721.0,Ugt2b5 UDP-glucuronosyltransferase
206,P40936,Inmt,7073.25,7423.5,12980.5,18612.5,1304.75,1860.25,5451.75,13555.5,31855.5,25074.0,17802.0,19532.0,20770.0,18863.0,Inmt Indolethylamine N-methyltransferase
207,Q8R404,Mic13,4968.25,11344.5,,,2777.75,4329.25,1198.0,1848.0,40485.75,50278.25,31201.0,47928.0,53087.5,43365.25,Mic13 MICOS complex subunit MIC13
208,P50462,Csrp3,,,,,,,,,24600.0,30257.0,25583.0,34673.5,30596.5,25815.25,Csrp3 Cysteine and glycine-rich protein 3
209,Q9CPQ8,Atp5l,2391.5,3726.75,0.0,1278.0,2745.5,3113.75,1825.5,2012.75,29710.0,30490.0,31818.5,31106.0,30155.0,23600.5,"Atp5l ATP synthase subunit g, mitochondrial"
210,O88451,Rdh7,,,,,,,,,12595.75,11437.25,8111.75,7063.5,9349.0,9669.0,Rdh7 Retinol dehydrogenase 7
211,Q8BHN3,Ganab,1923.5,29433.0,1803.25,30321.75,1545.0,19111.75,1675.25,33896.25,69601.5,57623.0,38094.0,26513.0,5906.0,3210.0,Ganab Neutral alpha-glucosidase AB
212,P14685,Psmd3,13005.0,21184.0,6628.75,7013.0,9082.5,14815.5,7249.25,11954.0,35440.0,36207.5,26667.5,35233.0,38526.0,32629.0,Psmd3 26S proteasome non-ATPase regulatory subunit 3
213,Q9QZ85,Iigp1,7116.25,11562.75,5690.75,6291.5,5327.5,8195.5,3198.25,6181.75,19754.5,19845.0,8000.0,27593.0,32000.0,17410.5,Iigp1 Interferon-inducible GTPase 1
214,Q6P3A8,Bckdhb,3083.75,4722.75,2926.5,3677.5,2489.5,3934.5,3667.0,5925.0,25045.25,22867.0,24102.5,24209.0,27787.0,20241.0,"Bckdhb 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"
215,P62245,Rps15a,9546.25,20733.75,12188.75,14899.25,6697.25,12443.25,11602.0,18915.25,27566.0,27314.0,26478.5,33475.0,31536.5,25019.75,Rps15a 40S ribosomal protein S15a
216,P00186,Cyp1a2,,,,,,,,,76128.5,68443.5,39793.5,28733.0,56724.0,32422.0,Cyp1a2 Cytochrome P450 1A2
217,P49429,Hpd,,,,,,,,,43389.25,32437.25,26858.5,30853.0,38565.5,28481.0,Hpd 4-hydroxyphenylpyruvate dioxygenase
218,P42125,Eci1,8940.25,15422.0,6793.75,19823.5,4046.25,8500.5,7544.25,12597.5,65802.5,54391.5,57269.0,57286.0,72534.0,45694.0,"Eci1 Enoyl-CoA delta isomerase 1, mitochondrial"
219,Q9DCM2,Gstk1,6374.5,13755.5,3731.25,7691.0,5810.0,14431.5,4725.75,13099.0,96288.0,74513.5,63447.5,69938.0,75729.0,57838.0,Gstk1 Glutathione S-transferase kappa 1
220,Q8VCG4,C8g,,,,,,,,,39254.5,25264.0,11797.5,23444.0,11187.0,6815.0,C8g Complement component C8 gamma chain
221,P62267,Rps23,6021.0,15173.5,5089.25,11929.75,4709.0,16707.5,6515.0,31919.75,38022.0,35837.25,32914.0,36520.0,44820.0,39086.0,Rps23 40S ribosomal protein S23
222,Q91YI0,Asl,2236.0,3919.0,1428.0,2044.5,3053.0,7064.0,2769.0,7942.0,45034.0,50049.0,47340.0,56847.0,42680.0,57975.5,Asl Argininosuccinate lyase
223,O08807,Prdx4,1884.0,34474.5,1956.5,24741.0,1718.5,24297.0,1692.25,41002.0,89866.25,75276.75,37440.0,39472.0,9418.5,3713.25,Prdx4 Peroxiredoxin-4
224,P84084,Arf5,28424.0,58180.0,11358.0,17014.0,6626.0,23031.0,8445.5,22588.0,5850.75,6440.25,3555.5,4797.5,8111.5,4836.25,Arf5 ADP-ribosylation factor 5
225,P63276,Rps17,559.5,2769.5,1392.75,2261.75,1060.0,2129.0,654.75,1695.5,31339.75,30614.25,30256.5,47516.5,34730.5,30227.5,Rps17 40S ribosomal protein S17
226,Q99JR1,Sfxn1,3465.0,7590.25,2665.5,5459.0,3439.75,5609.75,4326.5,10483.0,41298.0,41379.25,36824.75,44661.5,37987.0,36435.0,Sfxn1 Sideroflexin-1
227,P18760,Cfl1,3553.75,8197.0,4188.25,4765.5,5382.0,18321.75,3094.5,9626.25,22485.0,23791.75,17962.0,25751.0,18922.5,18259.0,Cfl1 Cofilin-1
228,P54775,Psmc4,3041.5,13115.0,2165.0,4331.0,3663.5,14577.0,2087.5,5643.0,31339.25,29419.5,25724.25,24890.5,38856.0,22889.25,Psmc4 26S protease regulatory subunit 6B
229,P70694,Akr1c6,,,,,,,,,27204.75,20452.25,15772.0,22419.0,24901.0,16534.5,Akr1c6 Estradiol 17 beta-dehydrogenase 5
230,P19157,Gstp1,3602.0,7526.5,6429.0,10006.0,2997.0,4977.75,4307.5,12437.0,21831.5,25476.0,22442.5,25119.0,17576.0,25407.5,Gstp1 Glutathione S-transferase P 1
231,Q9R0P5,Dstn,7156.0,13519.75,3485.5,5353.5,7805.5,10937.5,8089.0,10794.0,19439.5,18875.5,19540.0,31195.0,20189.0,20626.0,Dstn Destrin
232,P28666,Mug2,,,,,,,,,56171.75,39205.75,13956.5,30004.5,18576.0,8379.75,Mug2 Murinoglobulin-2
233,P56380,Nudt2,11286.5,20182.5,9546.5,10990.5,5058.25,10083.0,2535.25,7899.75,36929.5,29307.0,27673.25,46356.5,35347.5,28171.25,Nudt2 Bis(5'-nucleosyl)-tetraphosphatase
234,O35488,Slc27a2,,,,,,,,,39825.0,38208.5,41643.5,41169.0,46159.0,34879.5,Slc27a2 Very long-chain acyl-CoA synthetase
235,Q6GT24,Prdx6,7303.5,24101.0,6363.0,13384.5,4118.5,14505.5,4415.0,13596.25,27135.75,24962.25,17578.75,19407.0,21683.0,18264.0,Prdx6 Peroxiredoxin-6
236,P35282,Rab21,9496.75,18761.5,4085.0,4053.75,6748.5,13561.0,5256.75,8828.5,27018.0,25566.0,21227.0,34577.0,34332.0,26288.5,Rab21 Ras-related protein Rab-21
237,P07724,Alb,9564.5,14168.5,7452.75,15114.0,2826.5,6789.5,3258.5,13127.5,70276.0,51721.0,34707.5,26318.5,20751.5,18233.25,Alb Serum albumin
238,Q9EQ06,Hsd17b11,6714.0,13734.0,3738.5,7009.0,6499.5,19212.5,5492.5,11519.25,76846.25,83222.5,59661.0,40970.0,88761.5,59271.5,Hsd17b11 Estradiol 17-beta-dehydrogenase 11
239,Q9CQD1,Rab5a,3082.75,5640.0,2413.0,2515.5,3212.0,5810.25,2404.5,4864.0,11082.0,10600.5,8993.5,14128.0,14965.0,10425.0,Rab5a Ras-related protein Rab-5A
240,Q91Y97,Aldob,,,,,,,,,28259.0,20416.0,23835.5,20330.5,19957.0,25574.5,Aldob Fructose-bisphosphate aldolase B
241,Q9DBB8,Dhdh,6564.0,10854.5,4728.75,6181.5,2916.25,5140.75,2530.5,5979.25,49194.5,45939.0,29354.0,50397.0,42955.0,36133.5,"Dhdh Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase"
242,P86048,Rpl10l,4458.5,9850.5,3971.25,5089.0,2526.0,10650.0,3369.5,11228.0,33354.0,41235.75,35603.5,49079.0,39027.5,43562.5,Rpl10l 60S ribosomal protein L10-like
243,Q62425,Ndufa4,12032.75,18958.75,7869.0,7530.5,9777.75,12293.75,6689.0,12461.75,82622.5,72316.0,66717.5,71073.0,78756.0,57098.5,Ndufa4 Cytochrome c oxidase subunit NDUFA4
244,Q9DCN2,Cyb5r3,10430.25,14028.5,13192.0,20269.5,4146.25,18158.0,8841.5,25426.5,41185.75,41648.75,34926.5,36538.0,43533.0,34368.5,Cyb5r3 NADH-cytochrome b5 reductase 3
245,Q9WUM5,Suclg1,12244.5,18806.0,8967.75,23605.5,6362.5,14609.0,7238.0,23993.75,39325.0,31733.25,32365.75,34238.5,38030.5,28522.0,Suclg1 Succinate--CoA ligase
246,Q9D172,D10Jhu81e,10575.5,20074.5,6623.25,15038.5,8173.25,15473.75,3725.0,11289.0,85539.0,64399.0,32259.5,24373.0,57228.0,28655.5,"D10Jhu81e ES1 protein homolog, mitochondrial"
247,P53994,Rab2a,10323.75,16466.5,7066.75,9688.75,10765.5,17645.0,8238.5,15423.25,71897.0,51425.0,53915.25,80549.5,73879.0,50090.75,Rab2a Ras-related protein Rab-2A
248,O88986,Gcat,2808.0,7306.0,2555.0,5845.25,,,1444.0,1979.0,35205.25,31751.75,21397.75,20375.0,38370.5,17609.5,"Gcat 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
249,P97351,Rps3a,10247.0,18521.25,6521.5,7651.5,3593.0,7870.5,1622.75,4124.5,45301.0,48127.0,45515.5,65700.0,47715.0,54182.0,Rps3a 40S ribosomal protein S3a
250,Q80XL6,Acad11,5092.0,7941.5,2770.0,5343.0,2940.75,7156.75,3654.75,7910.5,22599.75,33492.0,23784.25,14511.0,30184.5,20155.5,Acad11 Acyl-CoA dehydrogenase family member 11
251,Q8CFX1,H6pd,1721.0,27154.5,1333.5,17081.5,1294.5,14606.5,1107.75,35464.25,73640.0,57869.25,49835.0,18491.5,7600.0,3759.75,H6pd GDH/6PGL endoplasmic bifunctional protein
252,Q9WU79,Prodh,3175.25,5985.5,2486.25,5402.0,1536.25,3065.0,1956.0,4720.0,25419.0,25575.0,21344.0,21216.0,25517.0,17498.5,"Prodh Proline dehydrogenase 1, mitochondrial"
253,Q99KQ4,Nampt,4811.0,9572.0,3556.5,5092.0,5616.5,12341.5,4009.5,7686.0,17649.5,19480.0,16530.5,33250.0,19900.0,21594.5,Nampt Nicotinamide phosphoribosyltransferase
254,P55096,Abcd3,6899.75,11621.5,2968.0,5419.0,3709.0,10084.5,3035.0,5556.5,44923.0,40593.0,33160.0,27211.0,51971.0,33635.5,Abcd3 ATP-binding cassette sub-family D member 3
255,P03930,Mtatp8,6968.0,10826.75,3642.25,5313.25,4323.5,4989.0,4401.5,4801.25,44451.25,46050.0,45817.5,49678.5,52022.0,40650.5,Mtatp8 ATP synthase protein 8
256,P35700,Prdx1,6764.5,18897.0,5969.25,13779.0,9626.75,30564.75,6813.5,18574.75,52325.75,50984.75,36231.0,53262.5,30448.5,35366.25,Prdx1 Peroxiredoxin-1
257,P39039,Mbl1,,,,,,,,,28531.25,21666.5,12375.25,11730.5,4187.0,1335.75,Mbl1 Mannose-binding protein A
258,Q05421,Cyp2e1,3647.0,6116.75,3548.75,12441.75,1356.0,4237.5,5900.0,24422.5,53630.0,61344.0,65994.0,83413.0,67371.0,73842.5,Cyp2e1 Cytochrome P450 2E1
259,Q9JLJ2,Aldh9a1,5465.0,9080.0,3770.5,7401.25,3186.75,9001.0,2456.75,7048.25,36166.5,30105.25,25814.5,28672.5,33016.5,23813.25,Aldh9a1 4-trimethylaminobutyraldehyde dehydrogenase
260,Q91XD4,Ftcd,,,,,,,,,55836.0,45456.5,37630.5,53423.0,58532.0,46804.5,Ftcd Formimidoyltransferase-cyclodeaminase
261,O70503,Hsd17b12,5746.0,15497.5,3067.0,15138.0,5343.75,19516.75,3782.5,14236.75,51980.5,51741.5,35471.0,59818.0,61476.0,43674.0,Hsd17b12 Very-long-chain 3-oxoacyl-CoA reductase
262,P12815,Pdcd6,12779.0,19820.75,6055.5,13125.0,8930.75,20600.75,7265.0,14134.5,23928.0,22972.5,25920.0,31302.0,29680.0,25950.5,Pdcd6 Programmed cell death protein 6
263,P47738,Aldh2,5255.5,8897.75,4889.75,11155.75,5862.75,15185.0,3065.0,9942.0,58938.5,54173.5,44972.5,53841.5,50331.0,47262.0,"Aldh2 Aldehyde dehydrogenase, mitochondrial"
264,Q8QZT1,Acat1,6051.5,12113.25,3729.5,11582.5,3535.75,7169.0,3092.5,9535.25,19364.0,15862.5,17211.5,20388.0,19472.0,18703.0,"Acat1 Acetyl-CoA acetyltransferase, mitochondrial"
265,P11499,Hsp90ab1,4714.25,11404.0,4013.0,11912.0,2663.0,10866.5,3130.0,7525.5,18980.0,16235.5,12308.0,18464.0,21449.0,15535.5,Hsp90ab1 Heat shock protein HSP 90-beta
266,P21614,Gc,4305.5,5248.0,4645.5,4722.25,,,1952.75,8784.5,40967.5,31246.5,20427.5,18444.5,4090.0,2611.75,Gc Vitamin D-binding protein
267,Q91VA0,Acsm1,,,,,,,,,16014.0,13509.5,11732.0,16950.0,15815.0,12386.0,"Acsm1 Acyl-coenzyme A synthetase ACSM1, mitochondrial"
268,Q62086,Pon2,16950.5,56951.0,10071.5,21220.5,7918.5,29919.0,4750.75,21128.0,40233.0,38976.25,32137.0,47993.5,49547.5,38077.75,Pon2 Serum paraoxonase/arylesterase 2
269,P38060,Hmgcl,3918.0,10046.5,9268.5,18744.0,3132.0,11917.5,4710.5,13141.0,28206.75,26021.25,19254.25,26291.0,29316.5,20400.5,"Hmgcl Hydroxymethylglutaryl-CoA lyase, mitochondrial"
270,Q99MZ7,Pecr,9102.5,12085.0,8193.75,11463.0,8385.5,13343.0,11265.25,21370.75,21947.5,22547.0,16109.5,19154.0,19124.0,19237.25,Pecr Peroxisomal trans-2-enoyl-CoA reductase
271,P61358,Rpl27,8179.25,14297.75,7201.5,14444.25,6331.0,11524.5,7491.25,14865.0,33533.5,27012.0,25950.75,33350.5,28681.0,28404.0,Rpl27 60S ribosomal protein L27
